what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.server.jetty.xml.core,1.0.0.201409250712,"org.eclipse.jst.server.jetty.xml.core",1412595099243
error,log,,,"Current platform 'win32.win32.x86_64' is not supported.",1412595099736
started,bundle,org.jboss.tools.vpe.xulrunner,3.2.1.v20111025-2102-H197-Final,"org.jboss.tools.vpe.xulrunner",1412595099737
error,log,,,"Could not open the Visual Page Editor:\nCurrent platform 'win32.win32.x86_64' is not supported.",1412595100598
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1412595100692
opened,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1412595100714
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1412595100810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595100851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595101048
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1412595101332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595101375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595103424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595112259
error,log,,,"Unhandled event loop exception",1412595127976
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1412595128027
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1412595128457
error,log,,,"Unhandled event loop exception",1412595148546
error,log,,,"Unhandled event loop exception",1412595152784
error,log,,,"Unhandled event loop exception",1412595160168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595172946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595187969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595189525
started,bundle,org.jboss.tools.jst.web.tiles,3.1.0.v20111025-0510-H215-Final,"org.jboss.tools.jst.web.tiles",1412595189680
started,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20111025-0625-H210-Final,"org.jboss.tools.hibernate.xml",1412595189685
started,bundle,org.jboss.tools.seam.xml,3.2.0.v20111027-1359-H303-Final,"org.jboss.tools.seam.xml",1412595189721
started,bundle,org.jboss.tools.seam.pages.xml,3.1.0.v20111027-1359-H303-Final,"org.jboss.tools.seam.pages.xml",1412595189722
started,bundle,org.jboss.tools.cdi.xml,1.0.0.v20111025-1225-H178-Final,"org.jboss.tools.cdi.xml",1412595189725
started,bundle,org.jboss.tools.esb.core,1.4.0.v20111111-0222-H200-Final,"org.jboss.tools.esb.core",1412595189729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595191818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595195008
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412595196367
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1412595201175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595201625
started,bundle,org.eclipse.emf.codegen,2.6.0.v20100914-1218,"org.eclipse.emf.codegen",1412595287549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595287930
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595288573
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595288964
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412595306952
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595307276
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595307362
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595311566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595326042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595327768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595383265
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1412595391225
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1412595391227
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1412595391229
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1412595393125
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1412595393141
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1412595393150
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1412595393197
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1412595393200
started,bundle,org.jboss.tools.common.el.ui,3.2.0.v20111025-0439-H174-Final,"org.jboss.tools.common.el.ui",1412595393215
started,bundle,org.jboss.tools.cdi.ui,1.1.1.v20111025-1225-H178-Final,"org.jboss.tools.cdi.ui",1412595393216
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1412595394111
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595443677
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595447618
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1412595472618
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1412595478760
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1412595510421
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1412595524446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595530791
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595546143
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595547840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595577810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595593257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595621088
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595635963
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1412595638180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595643012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595646038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595653174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595672529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595682144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595685948
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1412595686751
error,log,,,"Unhandled event loop exception",1412595692779
error,log,,,"Unhandled event loop exception",1412595715764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595720168
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595723143
closed,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1412595723143
opened,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1412595730073
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1412595730137
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1412595733984
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1412595734064
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595736568
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1412595744060
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595746157
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412595754190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595762669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595772305
started,bundle,org.eclipse.jst.ejb.ui,1.1.502.v201101121843,"org.eclipse.jst.ejb.ui",1412595773939
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595774239
started,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1412595774561
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1412595774565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595777112
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1412595777260
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1412595777432
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595777649
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595777720
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595783333
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1412595785764
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595787897
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595797230
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595814531
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595816924
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595821802
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595825516
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595832431
started,bundle,org.drools.eclipse,5.2.1.Final,"org.drools.eclipse",1412595838405
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595841463
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595851501
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595880312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595880987
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595881321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595881523
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595881717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595881909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595882101
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595882276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595882449
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595882610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595882760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595882923
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595883077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595883237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595883410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595883566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595883718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595883868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595884029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595884170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595885135
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595890928
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595896736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412595914776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412595916240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595917450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595936614
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412595937950
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595943095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595945190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595945232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595946396
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1412595946408
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595952143
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412595952205
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412595964226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595972940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412595991533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412595998271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596003390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596026426
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412596027584
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412596029900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1412596033211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412596036902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412596046693
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412596060145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1412596065930
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1412596086614
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1412596094363
started,bundle,org.jboss.tools.cdi.text.ext,1.1.1.v20111025-1225-H178-Final,"org.jboss.tools.cdi.text.ext",1412596094483
started,bundle,org.jboss.tools.seam.text.ext,3.2.1.v20111027-1359-H303-Final,"org.jboss.tools.seam.text.ext",1412596094549
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1412596094601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412596099526
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412596110631
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1412596143916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596147315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596147486
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1412596157675
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412596169290
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596173168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596189629
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412596190448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596202236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596203689
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412596205036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412596232551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412596237540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1412596243642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412596245131
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412596245912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412596269217
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596272195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596273888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596273919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596275642
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412596280752
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412596280809
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412596282229
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1412596286067
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412596306663
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412596314213
opened,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1412596314458
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1412596314464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596314481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596314564
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1412596314669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596315781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412596315865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412596323306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412596332770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412596336004
started,bundle,org.jboss.tools.jst.text.ext,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.text.ext",1412596336883
started,bundle,org.jboss.tools.jsf.text.ext,3.2.1.v20111027-1258-H202-Final,"org.jboss.tools.jsf.text.ext",1412596337046
